HMS
2.758 1.500 11.00 70
2.758 2.617 11.00 70
2.758 2.573 12.68 70
2.758 2.501 15.22 70
2.758 2.287 21.55 70
2.758 1.964 30.40 70
2.758 1.848 33.64 70
2.758 1.729 37.10 70
2.758 0.461 30.40 70
2.758 0.448 31.97 70
2.758 0.421 35.19 70
3.660 2.126 35.40 70
3.660 1.363 15.22 70
3.660 1.350 15.83 70
3.660 1.323 17.03 70
3.660 1.182 33.64 70
4.562 2.553 33.05 70
4.562 1.662 30.65 70
4.562 2.266 10.56 70
4.562 2.252 10.96 70
4.562 2.226 11.74 70

