 run t     E0   PHMS  THHMS  PSHMS THSHMS  BCM4A livetm tkeffe tkeffp cutcut  ratee  ratep eleccleane eleccleanp  BCM1 Livtim2  pscef  hscef elreal   
3975 3 10.601 -3.307 19.680 -4.459  8.005 37.176 92.590  0.986  0.981 41.387    5533  281473    789519  96141301  39.42 39.645  0.929  0.614  176.4
3977 3 10.601 -3.307 19.680 -4.459  8.005 48.515 92.150  0.986  0.981 41.469    5547  282137   1033897 125392350  51.35 33.467  0.937  0.614  149.0
3978 2 10.601 -3.307 19.680 -4.459  8.005 21.726 87.030  0.988  0.984 10.492    8364  467447   2416091 292761603  23.07  9.895  0.878  0.614  275.0
3979 2 10.601 -3.307 19.680 -4.459  8.005 21.576 86.830  0.988  0.984 10.460    8354  466466   2408251 290947053  22.97 10.373  0.869  0.614  288.0
3980 2 10.601 -3.307 19.680 -4.459  8.005 10.820 86.950  0.988  0.984 10.469    8356  466830   1192300 143473645  11.33  6.984  0.913  0.614  193.9
3981 2 10.601 -3.307 19.680 -4.459  8.005 10.693 86.370  0.988  0.984 10.516    8398  469056   1193358 144087192  11.36 10.163  0.868  0.614  282.5
3982 2 10.601 -3.307 19.680 -3.339  8.005 13.728 88.020  0.995  0.992  7.505    6000  575375   1529273 137942543  14.50  6.308  0.899  0.460  241.2
3983 2 10.601 -3.307 19.680 -3.339  8.005 13.330 92.450  0.994  0.992  5.275    4226  408530   1513673 134134051  14.26  5.239  0.925  0.460  200.9
3984 2 10.601 -3.307 19.680 -3.339  8.005 13.564 90.580  0.994  0.992  6.334    5070  488456   1519838 135628228  14.37  5.661  0.916  0.460  217.3
3985 3 10.601 -3.307 19.680 -3.339  8.005 27.589 93.080  0.993  0.990 30.525    4090  370560    591627  55345677  29.20 25.977  0.941  0.460  163.0
3986 3 10.601 -3.307 19.680 -3.339  8.005 27.481 92.700  0.993  0.990 30.810    4135  374729    591212  55097983  29.09 23.866  0.943  0.460  149.6
3987 1 10.601 -3.307 19.680 -3.339  8.005 19.583 91.150  0.994  0.991 12.474    4112  437973   1188977  99497111  20.82 12.130  0.914  0.460  212.3
3988 1 10.601 -3.307 19.680 -3.339  8.005 19.581 90.970  0.994  0.992 12.571    4144  441184   1188069  99839437  20.81 12.447  0.911  0.460  218.2
3989 1 10.601 -3.307 19.680 -3.339  8.005 19.678 91.340  0.994  0.991 12.494    4121  438715   1192937 100309431  20.84 10.660  0.926  0.460  187.1
3990 1 10.601 -3.307 19.680 -3.339 10.000 28.716 88.250  0.994  0.992 24.819    8151  427393   1718664  62417143  30.34 18.819  0.911  0.460  156.2
3991 1 10.601 -3.307 19.680 -3.339 10.000 28.597 87.930  0.994  0.992 24.824    8151  427310   1709179  62327439  30.27 23.455  0.886  0.460  195.0
3992 1 10.601 -3.307 19.680 -3.339 10.000 28.173 87.890  0.994  0.991 24.374    7986  418890   1687454  61241565  29.84 21.155  0.895  0.460  175.6
3993 3 10.601 -3.307 19.680 -3.339 10.000 37.218 93.900  0.993  0.990 40.190    5373  213641    795614  31490025  39.54 39.034  0.941  0.460  103.9
3994 3 10.601 -3.307 19.680 -3.339 10.000 36.756 94.190  0.993  0.990 42.023    5612  223186    778714  31062917  38.96 42.023  0.942  0.460  112.0
3995 2 10.601 -3.307 19.680 -3.339 10.000 20.827 86.800  0.995  0.993 12.588   10055  478852   2315765  91910960  22.12 12.588  0.868  0.460  233.6
3996 2 10.601 -3.307 19.680 -3.339 10.000 21.011 86.900  0.995  0.993 12.323    9843  468755   2325323  91566555  22.19 10.317  0.890  0.460  191.2
3997 2 10.601 -3.307 19.680 -3.339 10.000 18.754 87.060  0.995  0.992 12.304    9829  468030   2076634  82130325  19.81 10.625  0.888  0.460  197.2
3998 2 10.601 -3.307 19.680 -3.339 12.000 47.030 79.810  0.995  0.992 25.319   20098  480611   5165340  98099913  49.67 19.884  0.841  0.460  179.1
3999 2 10.601 -3.307 19.680 -3.339 11.995 41.898 79.470  0.995  0.992 24.921   19803  473781   4599855  87477911  44.21 17.678  0.854  0.460  159.0
4000 3 10.601 -3.307 19.680 -3.339 11.995 37.494 96.690  0.994  0.990 39.678    5310  105337    800479  14809458  39.56 25.751  0.979  0.460   33.5
4001 3 10.601 -3.307 19.680 -3.339 11.995 37.651 96.790  0.993  0.990 41.803    5583  110873    801343  14978823  39.89 41.803  0.968  0.460   54.4
4002 1 10.601 -3.307 19.680 -3.339 11.995 63.263 78.740  0.995  0.991 55.569   18125  481378   3732231  66166205  66.93 47.800  0.817  0.460  190.1
4003 1 10.601 -3.307 19.680 -3.339 11.995 63.580 80.560  0.994  0.991 52.097   16997  450897   3741983  65895522  66.89 24.507  0.909  0.460   97.5
4005 1 10.601 -3.307 19.680 -3.339 14.005 74.980 87.420  0.994  0.990 54.171   17636  233638   4426046  38788596  79.41 46.515  0.892  0.460   89.9
4006 1 10.601 -3.307 19.680 -3.339 14.005 80.083 88.560  0.994  0.990 52.848   17223  228041   4730929  41430820  84.69 33.261  0.928  0.460   64.5
4007 3 10.601 -3.307 19.680 -3.339 14.005 40.438 97.930  0.993  0.990 40.069    5350   55459    863781   8087678  42.94 37.709  0.981  0.460   25.1
4008 3 10.601 -3.307 19.680 -3.339 14.005 37.242 97.740  0.994  0.991 41.028    5478   56750    792450   7439458  39.56 40.587  0.978  0.460   27.0
4009 2 10.601 -3.307 19.680 -3.339 14.005 71.428 72.590  0.994  0.991 44.218   35034  432259   7828925  75298534  75.73 36.159  0.776  0.460  161.2
4011 2 10.601 -3.307 19.680 -3.339 14.005 32.696 72.140  0.994  0.991 43.969   34842  429819   3593935  34692084  34.74 40.525  0.743  0.460  180.9
4012 2 10.601 -3.307 19.680 -3.339 14.005 31.449 71.340  0.994  0.991 46.762   37051  457593   3454683  33143765  33.43 46.762  0.713  0.460  207.6
4013 2 10.601 -3.307 19.680 -3.339 16.005 52.177 79.030  0.993  0.990 51.000   40384  260079   5712858  28034189  55.32 38.285  0.843  0.460   85.3
4014 2 10.601 -3.307 19.680 -3.339 16.005 52.943 76.820  0.993  0.990 55.826   44198  286005   5784213  28513558  56.05 38.407  0.841  0.460   85.9
4015 2 10.601 -3.307 19.680 -3.339 16.005 41.797 75.580  0.993  0.990 57.172   45267  293017   4576962  22574509  44.36 57.172  0.756  0.460  127.9
4016 3 10.601 -3.307 19.680 -3.339 16.005 47.246 98.380  0.994  0.991 40.200    5363   29603   1007383   4886922  50.18 38.180  0.985  0.460   13.3
4017 3 10.601 -3.307 19.680 -3.339 16.005 28.848 98.530  0.994  0.990 40.028    5347   29533    615178   2985561  30.48 24.027  0.991  0.460    8.4
4018 1 10.601 -3.307 19.680 -3.339 16.005 49.253 92.110  0.993  0.989 56.466   18406  123769   2907367  13236946  52.09 38.748  0.946  0.460   37.4
4019 1 10.601 -3.307 19.680 -3.339 16.005 53.482 92.270  0.993  0.990 54.059   17640  118409   3162884  14418630  56.63 46.176  0.934  0.460   44.6
4020 1 10.601 -3.307 19.680 -3.339 16.005 49.267 91.820  0.993  0.989 57.496   18748  126091   2914828  13301408  52.22 57.496  0.918  0.460   55.4
4021 1 10.601 -3.307 19.680 -3.339 18.010 61.475 94.420  0.991  0.986 53.577   17454   60133   3623832   8858236  64.87 28.203  0.971  0.460   13.5
4022 1 10.601 -3.307 19.680 -3.339 18.010 74.635 94.790  0.990  0.986 53.196   17333   59686   4409430  10849936  78.99 38.040  0.963  0.460   18.4
4023 1 10.601 -3.307 19.680 -3.339 18.010 74.706 94.350  0.991  0.987 56.758   18499   63796   4416294  10862666  79.15 49.398  0.951  0.460   23.8
4024 3 10.601 -3.307 19.680 -3.339 18.010 37.208 98.850  0.992  0.988 41.832    5583   16567    793907   2057821  39.51 41.832  0.988  0.460    7.7
4025 3 10.601 -3.307 19.680 -3.339 18.010 53.322 98.830  0.994  0.991 41.736    5568   16521   1136489   2928688  56.62 39.737  0.989  0.460    7.3
4026 3 10.601 -3.307 19.680 -3.339 18.010 37.357 98.690  0.993  0.990 40.536    5409   16052    794718   2052772  39.65 37.633  0.988  0.460    6.9
4027 2 10.601 -3.307 19.680 -3.339 18.010 52.802 84.280  0.991  0.987 55.631   44004  148420   5774439  14970780  56.01 53.619  0.848  0.460   60.4
4028 2 10.601 -3.307 19.680 -3.339 18.010 59.358 84.270  0.991  0.987 57.247   45282  152831   6491399  16786244  62.95 55.886  0.846  0.460   62.6
4029 2 10.601 -3.307 19.680 -3.339 18.010 59.637 85.250  0.991  0.987 55.765   44118  148729   6523104  16925538  63.26 54.853  0.855  0.460   61.6
4030 2 10.601 -3.307 19.680  3.339 18.010 50.480 76.110  0.993  0.993 54.675   43197  283342   5495279   4312840  53.30 44.405  0.806  0.460   76.1
4031 2 10.601 -3.307 19.680  3.339 18.010 52.280 73.070  0.993  0.993 60.217   47575  312293   5701737   4674257  55.30 56.604  0.747  0.460   96.7
4032 2 10.601 -3.307 19.680  3.339 18.010 52.367 81.860  0.993  0.993 46.935   37216  242285   5746371   4321421  55.50 39.905  0.846  0.460   67.6
4033 3 10.601 -3.307 19.680  3.339 18.010 37.985 98.230  0.996  0.997 41.213    5505   36748    811220    393092  40.37 40.013  0.983  0.460   11.5
4034 3 10.601 -3.307 19.680  3.339 18.010 41.113 98.260  0.996  0.996 41.284    5510   36778    873853    437556  43.55 39.579  0.983  0.460   11.4
4035 1 10.601 -3.307 19.680  3.339 18.010 53.284 91.530  0.994  0.994 53.721   17519  140208   3146806   2040215  56.42 47.717  0.925  0.460   41.0
4036 1 10.601 -3.307 19.680  3.339 18.010 56.945 91.290  0.994  0.994 54.281   17686  141574   3363427   2084299  60.23 40.633  0.935  0.460   34.7
4037 1 10.601 -3.307 19.680  3.339 18.010 58.680 91.670  0.994  0.994 53.908   17596  140772   3476167   2142967  62.24 48.538  0.925  0.460   41.3
4038 1 10.601 -3.307 19.680  3.339 16.005 54.911 85.890  0.996  0.995 56.993   18589  274398   3254525   4493164  58.32 55.960  0.861  0.460   93.2
4039 1 10.601 -3.307 19.680  3.339 16.005 57.518 87.060  0.996  0.995 55.814   18227  268756   3413748   4570555  61.09 53.958  0.875  0.460   89.5
4040 1 10.601 -3.307 19.680  3.339 16.005 47.824 86.970  0.996  0.995 55.775   18201  268439   2825386   3777241  50.63 54.189  0.873  0.460   90.2
4041 3 10.601 -3.307 19.680  3.339 16.005 44.516 97.630  0.997  0.997 40.213    5382   61373    948476    828705  47.13 38.556  0.977  0.460   19.9
4042 3 10.601 -3.307 19.680  3.339 16.005 29.747 97.500  0.996  0.996 40.889    5466   62355    636117    543633  31.36 23.967  0.985  0.460   12.3
4044 2 10.601 -3.307 19.680  3.339 16.005 49.059 77.040  0.995  0.995 40.557   32195  380611   5392061   8191131  51.99 30.594  0.827  0.460  101.0
4045 2 10.601 -3.307 19.680  3.339 16.005 54.671 76.300  0.995  0.995 41.582   33028  390488   6013875   8494294  57.99 35.359  0.798  0.460  115.8
4046 2 10.601 -3.307 19.680  3.339 14.010 55.904 75.960  0.996  0.996 30.592   24330  516590   6141799  16440174  59.16 27.929  0.781  0.460  174.1
4047 2 10.601 -3.307 19.680  3.339 14.000 42.611 76.520  0.996  0.995 29.154   23179  492645   4689585  11860957  45.13 25.041  0.798  0.460  155.4
4048 2 10.601 -3.307 19.680  3.339 14.000 41.556 77.740  0.996  0.995 28.913   22995  488791   4580422  11733927  44.03 23.747  0.817  0.460  147.9
4049 3 10.601 -3.307 19.680  3.339 14.000 37.474 96.800  0.997  0.996 41.473    5554  108319    802049   1093572  39.78 38.601  0.970  0.460   34.8
4050 3 10.601 -3.307 19.680  3.339 14.000 33.766 96.860  0.997  0.996 40.704    5451  106277    721516    979425  35.76 38.410  0.970  0.460   34.7
4051 1 10.601 -3.307 19.680  3.339 14.000 38.286 84.510  0.997  0.996 43.358   14210  378598   2269443   5355386  40.42 26.211  0.906  0.460   82.8
4052 1 10.601 -3.307 19.680  3.339 14.000 10.667 90.760  0.996  0.996 28.176    9182  244269    631779   1430993  11.19 14.187  0.953  0.460   45.0
4053 1 10.601 -3.307 19.680  3.339 14.000 47.134 85.020  0.996  0.996 43.081   14039  374024   2799152   6608446  49.81 26.940  0.906  0.460   85.2
4054 1 10.601 -3.307 19.680  3.339 14.000 52.479 82.360  0.996  0.995 50.260   16423  437825   3112296   7569433  55.66 49.331  0.827  0.460  155.6
4055 1 10.601 -3.307 19.680  3.339 11.995 45.730 85.760  0.997  0.996 30.865   10130  479857   2733106  11911437  48.35 23.265  0.893  0.460  136.9
4056 1 10.601 -3.307 19.680  3.339 11.995 40.603 85.550  0.997  0.996 30.981   10183  481671   2431011  10628467  43.03 29.337  0.863  0.460  172.5
4057 1 10.601 -3.307 19.680  3.339 11.995 43.739 85.890  0.997  0.996 30.968   10169  481438   2618584  11318715  46.42 30.373  0.862  0.460  178.9
4058 3 10.601 -3.307 19.680  3.339 11.995 37.272 95.600  0.997  0.997 40.757    5460  181306    796721   2173420  39.51 38.272  0.959  0.460   61.6
4059 3 10.601 -3.307 19.680  3.339 11.995 47.362 95.260  0.997  0.997 40.613    5443  180624   1011991   2912026  50.05 28.170  0.967  0.460   45.6
4060 2 10.601 -3.307 19.680  3.339 11.995 30.101 84.970  0.997  0.996 15.451   12347  469960   3341696  16285374  31.89 13.824  0.866  0.460  162.1
4061 2 10.601 -3.307 19.680  3.339 11.995 30.980 85.300  0.997  0.996 15.315   12237  465947   3415404  16667623  32.56 10.260  0.902  0.460  120.4
4062 2 10.601 -3.307 19.680  3.339 11.995 30.508 84.530  0.997  0.996 15.588   12467  474442   3391352  16619656  32.36 15.588  0.845  0.460  182.9
4063 2 10.601 -3.307 19.680  3.339  9.985 20.577 89.590  0.997  0.997  8.280    6633  451269   2304000  19737965  21.83  7.540  0.905  0.460  163.3
4064 2 10.601 -3.307 19.680  3.339  9.985 20.562 89.810  0.997  0.996  8.282    6635  451336   2309751  19909737  21.89  8.212  0.899  0.460  178.4
4065 2 10.601 -3.307 19.680  3.339  9.985 20.662 90.000  0.997  0.996  8.278    6637  451431   2313068  20337912  21.90  7.429  0.910  0.460  161.9
4066 3 10.601 -3.307 19.680  3.339  9.985 42.853 93.340  0.997  0.996 40.583    5436  311762    913792   5632622  45.34 32.053  0.947  0.460   94.9
4067 3 10.601 -3.307 19.680  3.339  9.985 33.509 92.860  0.997  0.996 40.742    5457  312900    715951   4342385  35.57 39.384  0.931  0.460  116.2
4068 1 10.601 -3.307 19.680  3.339  9.985 29.659 89.520  0.997  0.996 16.563    5465  455522   1787102  15712831  31.26 11.990  0.924  0.460  131.7
4069 1 10.601 -3.307 19.680  3.339  9.985 29.329 89.640  0.997  0.996 16.622    5484  457025   1773209  15677469  31.09 14.845  0.908  0.460  163.0
4070 1 10.601 -3.307 19.680  3.339  9.985 29.832 89.430  0.997  0.996 16.733    5521  459929   1804764  15661601  31.68 16.393  0.896  0.460  179.9
4071 1 10.601 -3.307 19.680  3.339  7.995 20.552 92.070  0.997  0.996  9.347    3092  443744   1258017  19177063  21.85  9.058  0.923  0.460  175.5
4072 1 10.601 -3.307 19.680  3.339  7.995 21.563 91.920  0.998  0.996  9.382    3105  445463   1321684  20407785  22.92  9.087  0.922  0.460  176.5
4074 3 10.601 -3.307 19.680  3.339  7.995 29.644 90.720  0.997  0.996 33.943    4560  491921    637139   8733950  31.42 29.031  0.921  0.460  172.9
4075 3 10.601 -3.307 19.680  3.339  7.995 29.064 90.340  0.997  0.996 33.268    4467  482531    620539   8587186  30.77 30.699  0.911  0.460  183.4
4076 2 10.601 -3.307 19.680  3.339  7.995 14.643 89.690  0.997  0.996  5.779    4630  546674   1630001  28487567  15.30  4.093  0.927  0.460  161.2
4077 2 10.601 -3.307 19.680  3.339  7.995 13.346 91.170  0.998  0.996  5.212    4183  498101   1511540  24500550  14.21  4.814  0.918  0.460  190.3
4078 2 10.601 -3.307 19.680  3.339  7.995 14.077 91.120  0.997  0.996  5.195    4167  496370   1557827  25037750  14.57  3.387  0.942  0.460  134.1
4079 2 10.601 -3.307 19.680  2.602  7.995  9.871 93.390  0.997  0.997  3.164    2548  441703   1133120  17184993  10.49  2.880  0.940  0.358  146.4
4081 2 10.601 -3.307 19.680  2.602  7.995  9.998 93.840  0.997  0.997  3.175    2556  443038   1152553  18246807  10.69  3.035  0.941  0.358  154.7
4082 2 10.601 -3.307 19.680  2.602  7.995  9.819 93.540  0.997  0.997  3.183    2562  444292   1124880  18170322  10.39  2.790  0.943  0.358  142.4
4083 3 10.601 -3.307 19.680  2.602  7.995 20.629 94.830  0.997  0.997 15.698    2124  359814    451931   5801462  21.92 15.698  0.948  0.358  131.1
4084 3 10.601 -3.307 19.680  2.602  7.995 21.087 94.440  0.997  0.998 15.658    2116  358308    461527   5848109  22.38 15.279  0.946  0.358  127.6
4085 1 10.601 -3.307 19.680  2.602  7.995 22.187 93.640  0.997  0.997  6.286    2084  428546   1376649  20517107  23.64  6.106  0.938  0.358  150.5
4086 1 10.601 -3.307 19.680  2.602  7.995 22.171 93.350  0.997  0.997  6.285    2084  428489   1377325  21110937  23.67  6.215  0.934  0.358  153.4
4089 1 10.601 -3.307 19.680  2.602  9.985 28.076 89.880  0.997  0.997 12.402    4098  568076   1703943  15972015  29.68 10.638  0.913  0.358  175.0
4091 1 10.601 -3.307 19.680  2.602  9.985 34.414 90.000  0.997  0.997 12.278    4059  562653   2089425  20551880  36.40 10.418  0.915  0.358  172.1
4093 3 10.601 -3.307 19.680  2.602  9.985 28.080 92.160  0.997  0.997 32.402    4356  453089    601868   5092025  29.76 30.858  0.925  0.358  153.0
4094 3 10.601 -3.307 19.680  2.602  9.985 11.612 92.430  0.997  0.997 33.031    4441  461604    250352   2120783  12.26 22.277  0.949  0.358  110.3
4096 3 10.601 -3.307 19.680  2.602  9.985 20.909 91.600  0.997  0.997 32.632    4383  456353    449467   3632374  22.10 24.064  0.938  0.358  119.7
4097 2 10.601 -3.307 19.680  2.602  9.985 13.716 91.790  0.997  0.997  5.177    4157  479762   1552298  16726777  14.61  4.973  0.921  0.358  167.4
4098 2 10.601 -3.307 19.680  2.602  9.985 20.700 91.890  0.997  0.997  5.231    4197  484264   2341954  24926473  22.04  5.041  0.922  0.358  169.5
4099 2 10.601 -3.307 19.680  2.602  9.985 10.092 91.740  0.997  0.997  5.266    4227  487497   1141298  12595988  10.74  5.035  0.921  0.358  170.3
4100 2 10.601 -3.307 19.680  2.602 11.990 20.983 90.680  0.997  0.997  7.743    6206  462169   2347136  17231679  22.22  6.938  0.917  0.358  147.3
4102 2 10.601 -3.307 19.680  2.602 11.990 19.206 90.480  0.997  0.997  7.781    6230  463984   2151904  15241152  20.38  7.215  0.912  0.358  153.2
4103 2 10.601 -3.307 19.680  2.602 11.990 16.121 90.400  0.997  0.998  7.740    6199  461710   1806861  12528471  17.10  7.038  0.913  0.358  149.2
4104 1 10.601 -3.307 19.680  2.602 11.990 21.168 90.900  0.997  0.997 15.659    5158  472276   1277858   8426743  22.48 15.264  0.911  0.358  163.1
4105 1 10.601 -3.307 19.680  2.602 11.990 20.906 90.510  0.997  0.997 15.615    5150  471279   1265439   8655599  22.19 15.153  0.908  0.358  162.4
4106 1 10.601 -3.307 19.680  2.602 11.990 20.669 91.010  0.997  0.997 15.720    5178  474393   1250087   9054797  21.94 15.515  0.911  0.358  167.2
4107 1 10.601 -3.307 19.680  2.602 11.990 18.913 90.450  0.997  0.997 15.450    5092  466002   1143191   7724223  20.04 13.664  0.916  0.358  146.8
4108 3 10.601 -3.307 19.680  2.602 11.990 22.927 92.670  0.996  0.997 42.093    5625  365723    487861   2427635  24.34 42.093  0.927  0.358  123.6
4109 3 10.601 -3.307 19.680  2.602 11.990 21.175 92.140  0.997  0.998 42.079    5620  365529    450189   2170668  22.48 42.079  0.921  0.358  123.2
4110 3 10.601 -3.307 19.680  2.602 11.990 21.362 92.110  0.996  0.997 41.288    5522  358851    455540   2199451  22.61 30.791  0.941  0.358   90.4
4111 3 10.601 -3.307 19.680  2.602 11.990 12.714 92.920  0.997  0.998 40.423    5414  351742    271087   1312842  13.48 38.494  0.933  0.358  113.5
4112 1 10.601 -3.307 19.680  2.602 14.000 31.307 88.370  0.997  0.997 24.717    8110  478648   1878054   7966989  33.21 23.481  0.889  0.358  157.0
4113 1 10.601 -3.307 19.680  2.602 14.000 31.499 87.690  0.996  0.997 24.719    8100  477863   1888054   7840281  33.40 23.488  0.883  0.358  156.8
4114 1 10.601 -3.307 19.680  2.602 14.000 31.304 88.070  0.997  0.997 25.063    8215  484573   1877130   7980194  33.21 24.489  0.883  0.358  163.7
4115 1 10.601 -3.307 19.680  2.602 14.000 15.686 87.650  0.996  0.997 25.275    8297  489471    939457   4035010  16.64 25.275  0.876  0.358  169.1
4116 2 10.601 -3.307 19.680  2.602 14.000 20.695 86.940  0.997  0.998 12.574   10035  475934   2304268   9841955  21.98 12.398  0.871  0.358  162.2
4117 2 10.601 -3.307 19.680  2.602 14.000 21.075 88.400  0.997  0.997 11.776    9390  445666   2325912   9719777  22.18  8.608  0.915  0.358  112.4
4118 2 10.601 -3.307 19.680  2.602 14.000 20.607 87.670  0.996  0.997 12.541   10011  474493   2290820   9538516  21.88 12.219  0.880  0.358  159.7
4119 2 10.601 -3.307 19.680  2.602 14.000 15.575 87.370  0.997  0.997 12.511    9986  473534   1731024   7107525  16.52 12.018  0.879  0.358  157.0
4120 3 10.601 -3.307 19.680  2.602 14.000 40.579 94.730  0.996  0.998 40.358    5394  230609    865458   2339314  42.91 29.957  0.961  0.358   54.9
4121 3 10.601 -3.307 19.680  2.602 14.000 37.646 94.670  0.997  0.997 41.155    5496  235017    800595   2222058  39.92 38.972  0.950  0.358   71.4
4122 3 10.601 -3.307 19.680  2.602 16.010 48.025 96.460  0.997  0.998 39.476    5280  150084   1026621   1690941  50.61 22.373  0.980  0.358   25.8
4123 3 10.601 -3.307 19.680  2.602 16.010 31.011 96.290  0.995  0.998 41.741    5564  158157    659489   1083755  32.87 40.663  0.964  0.358   46.8
4124 2 10.601 -3.307 19.680  2.602 16.010 37.333 83.310  0.996  0.997 20.107   16007  480281   4126582  10953166  39.59 18.886  0.843  0.358  149.3
4125 2 10.601 -3.307 19.680  2.602 16.010 15.558 81.530  0.996  0.997 21.066   16774  502692   1712373   4496129  16.42 15.377  0.865  0.358  121.2
4126 2 10.601 -3.307 19.680  2.602 16.010 27.149 82.110  0.996  0.997 20.559   16371  490887   2993838   7934341  28.70 16.861  0.853  0.358  134.0
4127 2 10.601 -3.307 19.680  2.602 16.010 27.192 82.630  0.995  0.997 20.693   16471  493944   2994433   8095020  28.74 17.126  0.856  0.358  136.3
4128 1 10.601 -3.307 19.680  2.602 16.010 51.124 83.780  0.996  0.997 41.458   13561  509430   3033300   7972459  54.09 35.718  0.860  0.358  146.1
4129 1 10.601 -3.307 19.680  2.602 16.010 49.109 83.590  0.996  0.997 41.759   13661  513140   2914436   7851973  52.00 38.577  0.848  0.358  158.2
4130 1 10.601 -3.307 19.680  2.602 16.010 47.722 83.190  0.996  0.997 41.440   13548  508981   2830929   7501374  50.51 34.543  0.860  0.358  141.2
4131 1 10.601 -3.307 19.680  2.602 18.015 52.932 84.270  0.994  0.997 49.660   16201  386896   3127035   4841256  56.01 37.280  0.882  0.358   91.8
4132 1 10.601 -3.307 19.680  2.602 18.015 57.445 83.360  0.995  0.997 51.766   16882  403076   3391193   5479020  60.86 51.127  0.836  0.358  126.3
4133 1 10.601 -3.307 19.680  2.602 18.015 39.035 83.840  0.995  0.997 51.316   16754  399829   2305397   3706570  41.33 50.140  0.842  0.358  124.1
4134 3 10.601 -3.307 19.680  2.602 18.015 41.593 97.160  0.995  0.998 41.131    5496  104001    884716    870339  44.05 39.514  0.973  0.358   29.1
4135 3 10.601 -3.307 19.680  2.602 18.015 32.479 97.170  0.996  0.998 41.960    5600  105957    691084    689499  34.44 41.960  0.972  0.358   30.9
4136 2 10.601 -3.307 19.680  2.602 18.015 54.356 77.990  0.994  0.997 31.206   24773  470308   5968267  10137416  57.62 30.619  0.784  0.358  147.9
4137 2 10.601 -3.307 19.680  2.602 18.015 57.449 78.340  0.995  0.997 31.194   24778  470308   6303997  11072910  60.79 27.289  0.811  0.358  132.2
4138 2 10.601 -3.307 19.680  2.602 18.015 37.346 78.130  0.994  0.997 30.833   24495  464809   4097051   7341768  39.47 23.905  0.830  0.358  116.1
4140 2 10.601 -3.307 19.680  2.602 20.015 55.564 72.020  0.993  0.997 46.372   36729  439612   6072991   6426781  58.85 41.259  0.751  0.358  119.2
4141 2 10.601 -3.307 19.680  2.602 20.015 51.774 73.110  0.992  0.997 46.751   37021  443092   5660477   5992764  54.86 45.769  0.737  0.358  132.1
4142 2 10.601 -3.307 19.680  2.602 20.015 42.022 73.730  0.993  0.997 44.711   35438  424075   4595190   4899051  44.47 40.530  0.762  0.358  117.3
4143 3 10.601 -3.307 19.680  2.602 20.015 37.168 98.050  0.992  0.998 41.468    5540   69697    790023    506368  39.33 36.681  0.983  0.358   17.2
4144 3 10.601 -3.307 19.680  2.602 20.015 39.392 97.930  0.995  0.998 39.803    5315   66914    841434    531134  41.46 20.887  0.989  0.358    9.8
4146 1 10.601 -3.307 19.680  2.602 20.015 53.466 85.730  0.993  0.997 62.029   20178  303271   3139132   2733727  56.55 60.914  0.860  0.358   89.1
4147 1 10.601 -3.307 19.680  2.602 20.015 41.405 85.430  0.993  0.997 61.710   20074  301787   2432577   2095854  43.79 60.283  0.858  0.358   88.1
4149 1 10.601 -3.307 19.680 -2.602 20.015 53.536 93.420  0.989  0.994 62.141   20181  104328   3141171   5458757  56.63 60.481  0.936  0.358   41.5
4151 1 10.601 -3.307 19.680 -2.602 20.015 46.034 93.370  0.989  0.993 60.516   19666  101592   2695336   4675164  48.57 45.970  0.950  0.358   31.6
4152 3 10.601 -3.307 19.680 -2.602 20.015 39.603 98.780  0.993  0.995 40.764    5434   24360    844247   1506451  42.04 37.915  0.989  0.358    9.6
4153 3 10.601 -3.307 19.680 -2.602 20.015 36.977 98.710  0.990  0.994 41.070    5494   24626    802359   1422823  39.73 38.410  0.988  0.358    9.6
4154 2 10.601 -3.307 19.680 -2.602 20.015 54.433 80.890  0.990  0.994 56.035   44414  226952   6069198  11869924  58.51 49.739  0.830  0.358   81.7
4155 2 10.601 -3.307 19.680 -2.602 20.015 55.785 80.260  0.990  0.994 56.929   45144  230756   6216288  12158085  59.90 46.534  0.839  0.358   76.3
4156 2 10.601 -3.307 19.680 -2.602 20.015 44.878 80.140  0.990  0.994 56.473   44903  229475   5002366   9794338  48.21 50.887  0.821  0.358   83.4
4157 2 10.601 -3.307 19.680 -2.602 18.020 60.543 71.740  0.992  0.995 55.827   44170  387914   6750649  23406484  64.98 45.851  0.768  0.358  133.1
4158 2 10.601 -3.307 19.680 -2.602 18.020 52.664 73.030  0.992  0.994 54.158   42992  377571   5879863  20355577  56.58 48.519  0.758  0.358  140.9
4159 2 10.601 -3.307 19.680 -2.602 18.020 42.221 70.580  0.992  0.994 57.481   45613  400815   4708118  16381767  45.38 57.481  0.706  0.358  166.6
4160 3 10.601 -3.307 19.680 -2.602 18.020 38.943 98.490  0.992  0.995 40.482    5426   40678    847254   2605183  41.84 37.377  0.986  0.358   15.8
4162 3 10.601 -3.307 19.680 -2.602 18.020 39.824 98.500  0.994  0.996 40.293    5412   40510    867099   2653910  42.70 32.387  0.988  0.358   13.7
4163 1 10.601 -3.307 19.680 -2.602 18.020 53.107 90.890  0.992  0.995 56.378   18438  166394   3198395   9600343  57.04 55.458  0.910  0.358   67.2
4164 1 10.601 -3.307 19.680 -2.602 18.020 59.320 91.060  0.991  0.994 55.656   18226  164475   3571871  10676768  63.72 50.730  0.919  0.358   61.4
