 run t     E0   PHMS  THHMS  PSHMS THSHMS  BCM4A livetm tkeffe tkeffp cutcut  ratee  ratep eleccleane eleccleanp  BCM1 Livtim2  pscef  hscef elreal   
5504 1 10.599 -5.240 16.310  2.575 12.000 31.777 97.770  0.976  0.980 16.451    3159  528038   4109792 155312232  31.33 15.309  0.979  0.484  326.5
5505 1 10.599 -5.240 16.310  2.575 14.000 34.217 97.710  0.976  0.981 28.051    5386  575155   4395721  93665684  33.76 25.847  0.979  0.484  339.4
5507 1 10.599 -5.240 16.310  2.575 14.000 30.631 97.650  0.975  0.982 24.196    4640  501351   3936276  82695232  30.18 21.586  0.979  0.484  284.0
5508 1 10.599 -5.240 16.310  2.575 14.000 35.779 98.140  0.975  0.982 24.444    4686  506374   4603911  96880981  35.33 23.788  0.982  0.484  313.1
5509 3 10.599 -5.240 16.310  2.575 14.000 39.721 99.040  0.977  0.985 38.732    2642  238685   1728755  26865561  39.15 34.311  0.991  0.484  125.2
5510 3 10.599 -5.240 16.310  2.575 14.000 38.995 98.970  0.977  0.984 36.603    2502  226310   1690648  26333361  38.21 24.709  0.993  0.484   90.6
5511 2 10.599 -5.240 16.310  2.575 14.000 14.213 98.170  0.975  0.982 11.657    4237  478861   3296713  75144779  14.03 11.456  0.982  0.484  298.5
5512 2 10.599 -5.240 16.310  2.575 14.000 19.785 98.270  0.976  0.982 11.626    4223  477517   4573599 104121124  19.45 10.708  0.984  0.484  278.7
5514 2 10.599 -5.240 16.310  2.575 14.000 19.225 98.200  0.976  0.982 11.645    4229  478213   4447924 101296685  18.94 11.165  0.983  0.484  290.3
5515 2 10.599 -5.240 16.310  2.575 16.005 30.439 98.060  0.974  0.982 19.564    7096  505862   6996152  87228065  29.99 18.622  0.982  0.484  292.5
5517 2 10.599 -5.240 16.310  2.575 16.005 32.471 98.040  0.974  0.982 19.624    7121  507488   7469840  93322348  32.01 18.870  0.981  0.484  296.9
5518 3 10.599 -5.240 16.310  2.575 16.005 43.730 99.340  0.978  0.985 39.189    2672  161813   1900584  16425978  43.07 35.467  0.994  0.484   81.7
5519 3 10.599 -5.240 16.310  2.575 16.005 37.304 99.330  0.974  0.985 39.163    2667  161639   1618339  14040164  36.74 35.872  0.994  0.484   82.8
5520 1 10.599 -5.240 16.310  2.575 16.005 44.501 97.760  0.974  0.982 39.039    7524  514806   5677407  66459681  43.82 34.974  0.980  0.484  282.5
5521 1 10.599 -5.240 16.310  2.575 16.005 43.729 97.880  0.973  0.982 38.789    7478  511430   5582846  65160662  43.07 35.070  0.981  0.484  282.6
5522 1 10.599 -5.240 16.310  2.575 16.005 24.285 97.330  0.973  0.982 39.415    7603  519505   3100552  36146741  23.92 34.616  0.977  0.484  278.8
5524 1 10.599 -5.240 16.310  2.575 18.005 49.458 98.140  0.972  0.982 53.726   10747  463553   6289615  40644821  48.41 39.119  0.986  0.484  196.7
5525 1 10.599 -5.240 16.310  2.575 18.005 61.911 97.660  0.973  0.982 57.832   11591  498800   7877285  51171728  60.67 45.239  0.982  0.484  227.6
5527 1 10.599 -5.240 16.310  2.575 18.005 41.772 97.440  0.973  0.982 59.544   11945  514021   5320256  34613852  41.01 54.553  0.977  0.484  274.1
5528 3 10.599 -5.240 16.310  2.575 18.005 40.535 99.530  0.976  0.986 39.085    2664  108088   1761508   8386893  39.92 33.147  0.996  0.484   48.1
5529 3 10.599 -5.240 16.310  2.575 18.005 36.507 99.420  0.974  0.986 38.845    2645  107404   1584155   7567040  35.96 33.451  0.995  0.484   48.7
5530 2 10.599 -5.240 16.310  2.575 18.005 31.633 97.580  0.970  0.982 32.300   11754  524232   7219098  48849492  31.11 26.042  0.980  0.484  247.0
5531 2 10.599 -5.240 16.310  2.575 18.005 50.325 97.910  0.971  0.982 32.018   11656  519766  11504107  77742789  49.58 28.329  0.982  0.484  268.3
5532 2 10.599 -5.240 16.310  2.575 18.005 44.699 97.820  0.971  0.982 32.420   11801  526065  10224142  69125016  44.10 30.311  0.980  0.484  286.7
5534 2 10.599 -5.240 16.310  2.575 19.995 31.891 97.740  0.966  0.982 46.864   17192  479704   7215386  25859312  31.16 25.068  0.988  0.484  142.8
5535 2 10.599 -5.240 16.310  2.575 19.995 60.160 97.840  0.967  0.982 47.160   17298  482693  13704161  49073815  59.30 42.393  0.981  0.484  240.8
5536 3 10.599 -5.240 16.310  2.575 19.995 46.447 99.680  0.973  0.986 39.179    2666   72404   2021131   5294377  45.72 31.420  0.997  0.484   28.8
5537 3 10.599 -5.240 16.310  2.575 19.995 26.464 99.700  0.970  0.986 39.249    2668   72607   1148676   3020680  26.09 34.380  0.997  0.484   31.5
5538 1 10.599 -5.240 16.310  2.575 19.995 59.527 98.160  0.969  0.982 64.894   13733  372585   7590033  26441149  58.18 50.643  0.986  0.484  159.4
5539 1 10.599 -5.240 16.310  2.575 19.995 64.728 98.180  0.971  0.983 64.933   13977  375835   8255970  29106637  63.25 56.314  0.984  0.484  178.5
5540 1 10.599 -5.240 16.310  2.575 19.995 59.258 98.200  0.969  0.983 62.627   12993  354543   7551706  25753808  58.01 53.209  0.985  0.484  164.4
5542 1 10.599 -5.240 16.310  2.575 22.005 51.213 98.650  0.965  0.983 61.160   12544  216639   6526658  11014749  50.14 45.968  0.990  0.484   83.5
5543 1 10.599 -5.240 16.310  2.575 22.005 66.248 98.810  0.966  0.983 64.480   13337  229927   8452624  14321133  64.93 57.732  0.989  0.484  104.7
5544 1 10.599 -5.240 16.310  2.575 22.005 43.521 98.420  0.966  0.984 63.662   13236  227990   5552215   9480230  42.62 52.598  0.987  0.484   96.3
5546 3 10.599 -5.240 16.310  2.575 22.005 47.727 99.790  0.968  0.987 39.121    2670   48392   2080454   3021304  47.16 36.991  0.998  0.484   21.6
5547 3 10.599 -5.240 16.310  2.575 22.005 47.410 99.740  0.969  0.987 38.900    2646   48043   2062503   3007204  46.79 34.233  0.998  0.484   20.1
5548 2 10.599 -5.240 16.310  2.575 22.005 74.446 98.040  0.959  0.981 62.923   23562  409008  16901860  31818287  73.00 55.400  0.983  0.484  189.5
5549 2 10.599 -5.240 16.310  2.575 22.005 71.559 97.940  0.959  0.981 63.539   23793  412856  16255803  30507174  70.24 59.788  0.981  0.484  203.6
5550 2 10.599 -5.240 16.310  2.575 22.005 65.513 98.130  0.960  0.981 62.555   23423  406489  14884472  27916787  64.25 52.108  0.984  0.484  177.7
5551 2 10.599 -5.240 16.310  2.575 24.005 66.468 98.780  0.947  0.980 63.916   23919  261601  15099314  14087353  65.22 56.431  0.989  0.484  112.6
5552 2 10.599 -5.240 16.310  2.575 24.005 73.933 98.630  0.950  0.981 63.267   23710  259228  16807710  15741215  72.57 57.575  0.988  0.484  115.2
5553 2 10.599 -5.240 16.310  2.575 24.005 64.397 98.730  0.949  0.980 63.423   23754  259728  14626090  13720552  63.16 53.110  0.989  0.484  106.4
5554 3 10.599 -5.240 16.310  2.575 24.005 44.895 99.740  0.970  0.986 39.125    2665   32302   1958194   1597415  44.40 37.263  0.997  0.484   13.8
5555 3 10.599 -5.240 16.310  2.575 24.005 47.335 99.870  0.969  0.986 39.178    2669   32332   2065476   1689560  46.79 36.009  0.999  0.484   13.4
5556 1 10.599 -5.240 16.310  2.575 24.005 61.806 99.060  0.958  0.982 63.735   13165  142118   7893474   6740655  60.60 51.500  0.992  0.484   55.0
5557 1 10.599 -5.240 16.310  2.575 24.005 41.678 99.100  0.955  0.982 62.342   12913  139248   5307053   4565086  40.66 34.718  0.995  0.484   37.4
5558 1 10.599 -5.240 16.310  2.575 24.005 98.894 99.270  0.957  0.982 62.585   12880  138918  12637643  10721670  97.01 52.428  0.994  0.484   55.7
5561 1 10.599 -5.240 16.310  2.575 25.997 71.068 99.240  0.951  0.982 63.357   12906   86452   9050876   3910151  69.65 55.885  0.993  0.484   34.3
5562 1 10.599 -5.240 16.310  2.575 25.997 59.492 99.530  0.946  0.981 63.438   12979   86951   7572662   3302254  58.21 49.151  0.996  0.484   30.4
5563 1 10.599 -5.240 16.310  2.575 25.997 73.058 99.360  0.946  0.981 63.834   13125   87939   9314026   4069926  71.59 59.730  0.994  0.484   37.0
5564 3 10.599 -5.240 16.310  2.575 25.997 43.887 99.840  0.967  0.987 38.979    2654   21588   1910479    906172  43.28 34.473  0.999  0.484    8.3
5565 3 10.599 -5.240 16.310  2.575 25.997 41.223 99.860  0.968  0.986 39.424    2689   21861   1794378    849303  40.68 36.534  0.999  0.484    8.8
5566 2 10.599 -5.240 16.310  2.575 25.997 75.241 98.850  0.935  0.979 63.781   23853  162441  17076585   8192178  73.73 56.947  0.990  0.484   67.1
5567 2 10.599 -5.240 16.310  2.575 25.997 50.198 99.090  0.936  0.979 60.535   22602  154039  11378070   5437501  49.12 48.143  0.993  0.484   56.6
5568 2 10.599 -5.240 16.310  2.575 25.997 44.018 99.120  0.933  0.978 56.325   21042  143631   9970733   4763097  42.99 38.878  0.994  0.484   45.8
5569 2 10.599 -5.240 16.310  2.575 28.005 63.587 99.320  0.914  0.975 63.504   23726   98729  14442898   3518459  62.36 57.297  0.994  0.484   38.4
5570 2 10.599 -5.240 16.310  2.575 28.005 65.218 99.150  0.914  0.975 61.762   23070   95994  14829794   3589996  64.03 55.163  0.992  0.484   36.8
5571 2 10.599 -5.240 16.310  2.575 28.005 27.774 99.380  0.915  0.975 62.434   23300   96951   6309792   1527763  27.24 49.601  0.995  0.484   33.1
5573 3 10.599 -5.240 16.310  2.575 28.005 28.764 99.870  0.955  0.985 37.876    2584   14058   1255077    341041  28.42 33.398  0.999  0.484    5.1
5574 3 10.599 -5.240 16.310  2.575 28.005 23.418 99.850  0.965  0.987 38.489    2621   14245   1022332    277443  23.12 31.807  0.999  0.484    4.8
5575 3 10.599 -5.240 16.310  2.575 28.005 24.270 99.930  0.961  0.987 38.974    2656   14417   1060351    286680  23.98 33.646  0.999  0.484    5.1
5576 3 10.599 -5.240 16.310  2.575 28.005  6.278 99.810  0.971  0.986 39.624    2693   14660    273686     74067   6.22 39.624  0.998  0.484    6.0
5577 1 10.599 -5.240 16.310  2.575 28.005 84.953 99.480  0.938  0.980 64.301   12984   52827  10848465   2384814  83.46 63.478  0.995  0.484   22.0
5578 1 10.599 -5.240 16.310  2.575 28.005 60.465 99.480  0.932  0.979 60.182   12064   48949   7705047   1679486  59.30 50.584  0.996  0.484   17.4
5579 1 10.599 -5.240 16.310  2.575 28.005 22.013 99.500  0.940  0.979 63.885   12881   52376   2809794    618214  21.62 63.885  0.995  0.484   22.1
5581 1 10.599 -5.240 16.310  2.575 30.015 51.683 99.580  0.922  0.977 61.585   12358   30208   6591477    765079  50.76 60.677  0.996  0.484   12.1
5582 1 10.599 -5.240 16.310  2.575 30.015 56.756 99.710  0.923  0.977 60.707   12247   30009   7237017    847830  55.70 54.026  0.997  0.484   10.9
5583 1 10.599 -5.240 16.310  2.575 30.015 39.099 99.680  0.925  0.976 58.626   11897   29240   4987294    588940  38.29 42.687  0.998  0.484    8.7
5584 3 10.599 -5.240 16.310  2.575 30.015 45.732 99.870  0.966  0.985 38.940    2650    9642   1994405    322491  45.22 35.838  0.999  0.484    3.5
5585 3 10.599 -5.240 16.310  2.575 30.015 49.000 99.850  0.945  0.984 39.104    2659    9666   2136210    344776  48.48 36.913  0.999  0.484    3.6
5586 2 10.599 -5.240 16.310  2.575 30.015 62.363 99.400  0.888  0.971 61.918   23078   57806  14164203   1783070  61.13 48.662  0.995  0.484   18.6
5587 2 10.599 -5.240 16.310  2.575 30.015 55.577 99.440  0.886  0.970 61.308   22860   57274  12616928   1586309  54.42 43.885  0.996  0.484   16.8
5588 2 10.599 -5.240 16.310  2.575 30.015 49.015 99.490  0.885  0.970 61.716   23018   57629  11124031   1395827  47.98 43.813  0.996  0.484   16.7
5589 2 10.599 -5.240 16.310  2.575  8.003 10.694 97.980  0.976  0.980  3.397    1263  513540   2454053 313012738  10.03  2.552  0.985  0.484  280.1
5590 2 10.599 -5.240 16.310  2.575  8.003 10.460 98.110  0.976  0.979  3.344    1247  506545   2463404 314029683  10.10  2.980  0.983  0.484  325.6
5591 2 10.599 -5.240 16.310  2.575  8.003 10.452 98.150  0.976  0.979  3.366    1251  509252   2415185 308970460   9.89  2.666  0.985  0.484  292.2
5593 3 10.599 -5.240 16.310  2.575  8.003 24.016 97.960  0.979  0.982 19.519    1341  471384   1058704 109847955  23.69 18.083  0.981  0.484  311.0
5594 3 10.599 -5.240 16.310  2.575  8.003 20.459 98.150  0.978  0.981 19.112    1319  461745    904765  93223443  20.12 16.086  0.984  0.484  276.6
5595 1 10.599 -5.240 16.310  2.575  8.003 14.392 98.020  0.975  0.978  6.729    1304  488299   1893305 211112105  14.16  6.277  0.982  0.484  326.9
5596 1 10.599 -5.240 16.310  2.575  8.003 14.473 98.070  0.976  0.979  6.668    1293  484411   1895617 211609868  14.16  5.852  0.983  0.484  305.4
5597 1 10.599 -5.240 16.310  2.575  8.003 14.351 98.010  0.975  0.979  6.693    1297  486204   1889044 211618508  14.15  6.361  0.981  0.484  331.8
5600 1 10.599 -5.240 13.495  2.525 14.000 34.152 98.010  0.975  0.982 22.454   16304  492485  15843091  90537580  33.69 20.477  0.982  0.484  281.9
5602 1 10.599 -5.240 13.495  2.525 14.000 33.218 98.060  0.975  0.982 22.356   16225  490389  15403722  88324112  32.78 20.323  0.982  0.484  280.2
5603 3 10.599 -5.240 13.495  2.525 14.000 45.197 98.750  0.975  0.985 39.302   10542  255180   7672941  30204448  44.62 34.908  0.989  0.484  133.0
5604 3 10.599 -5.240 13.495  2.525 14.000 41.593 99.170  0.976  0.985 38.259   10276  248478   7059112  27822174  40.97 30.077  0.993  0.484  115.0
5605 2 10.599 -5.240 13.495  2.525 14.000 21.959 98.270  0.975  0.982 11.088   16200  481008  19483398 114153272  21.65 10.316  0.984  0.484  280.9
5606 2 10.599 -5.240 13.495  2.525 14.000 23.892 98.100  0.975  0.982 11.141   16278  483254  21149430 124012649  23.49  9.801  0.983  0.484  267.1
5607 2 10.599 -5.240 13.495  2.525 14.000 22.078 98.200  0.975  0.982 11.154   16296  483755  19609787 115131774  21.80 10.557  0.983  0.484  287.7
5610 1 10.599 -5.240 13.495  2.525 12.010 23.525 98.200  0.975  0.982 14.610   10631  491345  10825456 110164005  22.83  9.482  0.988  0.484  210.1
5611 1 10.599 -5.240 13.495  2.525 12.010 26.839 98.120  0.976  0.982 14.633   10644  492101  12497113 127349024  26.42 12.806  0.984  0.484  283.3
5612 1 10.599 -5.240 13.495  2.525 12.010 25.224 98.090  0.975  0.981 14.469   10529  486731  11743103 119523507  24.81 12.402  0.984  0.484  274.4
5613 3 10.599 -5.240 13.495  2.525 12.010 44.490 98.350  0.975  0.982 39.045   10485  379446   7568057  53770463  43.94 35.171  0.985  0.484  214.0
5614 3 10.599 -5.240 13.495  2.525 12.010 41.822 98.510  0.975  0.983 39.173   10513  380527   7104191  50547437  41.28 34.678  0.987  0.484  211.0
5615 2 10.599 -5.240 13.495  2.525 12.010 17.587 98.270  0.976  0.982  6.910   10148  466685  15682098 165276624  17.30  6.371  0.984  0.484  282.7
5616 2 10.599 -5.240 13.495  2.525 12.010 17.296 98.350  0.975  0.982  6.882   10108  464865  15339523 161999418  16.90  5.863  0.986  0.484  260.8
5617 2 10.599 -5.240 13.495  2.525 12.010 17.483 98.130  0.976  0.982  6.878   10097  464532  15549416 164313087  17.15  6.143  0.983  0.484  273.0
5618 2 10.599 -5.240 16.300 -4.790 14.000 61.047 98.070  0.944  0.912 58.484   21725  167747  13936502  92116747  60.09 51.346  0.983  0.901  118.4
5619 2 10.599 -5.240 16.300 -4.790 14.000 59.235 98.370  0.945  0.913 59.456   22109  170599  13534674  89250127  58.34 55.327  0.985  0.901  127.6
5620 2 10.599 -5.240 16.300 -4.790 14.000 34.523 98.210  0.944  0.912 58.049   21565  166479   7880359  52002967  33.97 48.643  0.985  0.901  112.2
5621 3 10.599 -5.240 16.300 -4.790 14.000 47.699 99.770  0.969  0.945 39.110    2675   17969   2088799  12883546  47.20 36.330  0.998  0.901   14.2
5622 3 10.599 -5.240 16.300 -4.790 14.000 27.637 99.800  0.966  0.942 39.345    2691   18065   1210394   7460299  27.33 36.577  0.998  0.901   14.3
5623 1 10.599 -5.240 16.300 -4.790 14.000 67.277 98.760  0.945  0.912 57.804   11442   78109   8596631  48505236  66.14 47.225  0.990  0.901   50.4
5624 1 10.599 -5.240 16.300 -4.790 14.000 46.186 98.670  0.946  0.912 58.550   11519   78443   5893830  33199823  45.34 43.806  0.990  0.901   46.6
5625 1 10.599 -5.240 16.300 -4.790 14.000 54.319 98.940  0.945  0.913 58.211   11484   78257   6939606  39107158  53.45 53.215  0.990  0.901   56.6
5627 1 10.599 -5.240 16.300 -4.790 16.000 45.271 99.200  0.933  0.890 57.211   11277   35718   5778771  13392180  44.52 49.461  0.993  0.901   22.7
5628 1 10.599 -5.240 16.300 -4.790 16.000 44.364 99.160  0.932  0.887 50.625    9942   31393   5650995  13065126  43.44 32.693  0.995  0.901   15.0
5630 1 10.599 -5.240 16.300 -4.790 16.000 65.905 99.080  0.930  0.886 59.218   11667   36920   8425298  19527527  64.88 57.564  0.991  0.901   26.4
5632 3 10.599 -5.240 16.300 -4.790 16.000 30.487 99.840  0.966  0.938 39.072    2677    8409   1331714   3458148  30.11 35.930  0.999  0.901    6.2
5633 3 10.599 -5.240 16.300 -4.790 16.000 30.904 99.800  0.962  0.943 38.618    2638    8284   1349664   3495689  30.47 31.760  0.998  0.901    5.5
5634 2 10.599 -5.240 16.300 -4.790 16.000 56.945 98.620  0.929  0.885 58.176   21611   77246  12999825  34809467  56.02 53.504  0.987  0.901   52.6
5635 2 10.599 -5.240 16.300 -4.790 16.000 57.591 98.920  0.926  0.882 58.791   21846   78041  13148844  35126331  56.67 56.217  0.990  0.901   55.2
5636 2 10.599 -5.240 16.300 -4.790 16.000 33.310 99.370  0.936  0.896 29.414   10722   37268   7671016  20366713  32.93 27.757  0.994  0.901   27.1
5637 3 10.599 -5.240 16.300 -4.790 16.000 12.903 99.920  0.972  0.947 19.550    1347    4196    571173   1474892  12.76 19.118  0.999  0.901    3.3
5639 1 10.599 -5.240 16.300 -3.433 16.000 42.481 98.900  0.968  0.950 57.524   11326  112824   5421594  40987740  41.73 47.087  0.991  0.901   77.6
5640 1 10.599 -5.240 16.300 -3.433 16.000 47.074 98.750  0.970  0.951 58.763   11580  115353   6020493  45373885  46.35 56.360  0.988  0.901   92.9
5641 1 10.599 -5.240 16.300 -3.433 16.000 47.103 98.440  0.971  0.950 57.125   13469  134884   6028911  51438547  46.23 50.795  0.986  0.901   96.0
5643 1 10.599 -5.240 16.300 -3.433 16.000 12.418 98.860  0.971  0.950 59.657   12272  123556   1569854  12287795  11.99 21.395  0.996  0.901   36.9
5644 1 10.599 -5.240 16.300 -3.433 16.000 57.860 98.590  0.970  0.951 58.463   11967  120651   7380178  57781263  56.68 44.272  0.989  0.901   76.0
5646 3 10.599 -5.240 16.300 -3.433 16.000 53.299 99.770  0.970  0.957 39.618    2703   27204   2321517  18595735  52.63 39.123  0.998  0.901   23.1
5647 3 10.599 -5.240 16.300 -3.433 16.000 17.804 99.820  0.974  0.955 39.365    2685   27046    775245   6216161  17.57 37.764  0.998  0.901   22.3
5648 2 10.599 -5.240 16.300 -3.433 16.000 48.069 97.930  0.970  0.952 58.550   21833  266134  10924012 107800511  47.17 50.692  0.982  0.901  196.1
5649 2 10.599 -5.240 16.300 -3.433 16.000 54.268 97.870  0.970  0.952 58.036   21670  264024  12350095 121437847  53.29 54.306  0.980  0.901  210.1
5650 2 10.599 -5.240 16.300 -3.433 16.000 49.679 98.180  0.969  0.952 56.480   21052  256698  11294273 111090086  48.75 49.281  0.984  0.901  190.5
5651 2 10.599 -5.240 16.300 -3.433 14.005 44.553 97.350  0.970  0.956 55.855   20806  492021  10115399 202147672  43.58 39.357  0.981  0.901  304.9
5652 2 10.599 -5.240 16.300 -3.433 14.005 64.035 97.160  0.969  0.956 58.923   21972  518553  14589282 290540985  62.84 53.069  0.974  0.901  410.5
5653 2 10.599 -5.240 16.300 -3.433 14.005 35.217 96.780  0.970  0.956 59.191   22051  520667   8025249 159789945  34.58 54.671  0.970  0.901  422.7
5654 3 10.599 -5.240 16.300 -3.433 14.005 37.965 99.630  0.971  0.959 39.103    2674   51177   1657909  25908138  37.44 36.471  0.997  0.901   41.9
5655 3 10.599 -5.240 16.300 -3.433 14.005 35.530 99.630  0.969  0.956 39.769    2720   51994   1552965  24306919  35.09 39.769  0.996  0.901   45.6
5656 1 10.599 -5.240 16.300 -3.433 14.005 50.782 98.180  0.970  0.955 58.020   11685  233941   6484920 103722646  49.83 50.067  0.984  0.901  173.1
5657 1 10.599 -5.240 16.300 -3.433 14.005 52.135 98.210  0.971  0.956 58.739   11900  238611   6658086 106993246  51.19 55.025  0.983  0.901  191.3
5658 1 10.599 -5.240 16.300 -3.433 14.005 46.740 98.100  0.972  0.956 57.630   11665  233980   5965038  95923847  45.88 53.009  0.983  0.901  184.3
5659 1 10.599 -5.240 16.300 -3.433 10.000 29.323 98.020  0.973  0.961 21.888    4203  361109   3775133 267576505  28.92 20.501  0.981  0.901  307.1
5660 1 10.599 -5.240 16.300 -3.433 10.000 25.251 98.210  0.972  0.962 21.575    4142  356145   3227429 228231127  24.64 14.788  0.988  0.901  221.9
5663 3 10.599 -5.240 16.300 -3.433 10.000 17.866 98.930  0.972  0.961 36.409    2492  188176    776117  50704238  17.41 18.516  0.995  0.901   86.6
5666 3 10.599 -5.240 16.300 -3.433 10.000 34.208 99.030  0.971  0.959 39.805    2719  205555   1487579  97386940  33.67 30.543  0.993  0.901  142.4
5667 3 10.599 -5.240 16.300 -3.433 10.000 30.660 98.980  0.971  0.958 39.912    2726  206020   1332606  87135941  30.15 29.377  0.992  0.901  136.9
5668 2 10.599 -5.240 16.300 -3.433 10.000 15.049 98.210  0.973  0.962 12.119    4404  448950   3480595 307270756  14.81 10.938  0.984  0.901  371.9
5669 2 10.599 -5.240 16.300 -3.433 10.000 25.394 98.160  0.973  0.962 12.137    4410  449598   5872700 517211680  24.99 10.799  0.984  0.901  367.0
5670 2 10.599 -5.240 16.300 -3.433 10.000 22.088 98.070  0.973  0.962 12.145    4412  449909   5115373 450729869  21.78 11.227  0.982  0.901  381.5
5671 2 10.599 -5.240 16.300 -3.433 11.990 33.247 97.440  0.971  0.960 28.064   10201  498137   7614204 317138814  32.78 23.816  0.978  0.901  382.0
5672 2 10.599 -5.240 16.300 -3.433 11.990 32.045 97.740  0.971  0.960 28.482   10355  505426   7331522 305322258  31.57 23.416  0.981  0.901  375.5
5673 2 10.599 -5.240 16.300 -3.433 11.990 32.420 97.350  0.971  0.960 27.347    9938  485601   7416515 309220432  31.92 21.953  0.979  0.901  352.3
5674 2 10.599 -5.240 16.300 -3.433 11.990 20.310 98.750  0.974  0.962 13.764    4996  251149   4667830 196472192  19.90 11.089  0.990  0.901  182.0
5675 3 10.599 -5.240 16.300 -3.433 11.990 34.415 99.490  0.972  0.960 39.253    2679  100218   1499661  47579904  33.97 35.356  0.995  0.901   80.6
5676 3 10.599 -5.240 16.300 -3.433 11.990 41.287 99.530  0.970  0.957 36.120    2469   92367   1798241  57051820  40.62 27.971  0.996  0.901   63.9
5677 1 10.599 -5.240 16.300 -3.433 11.990 15.562 98.290  0.972  0.960 36.989    7143  292102   1966490  65186205  15.16 19.874  0.991  0.901  139.7
5678 1 10.599 -5.240 16.300 -3.433 11.990 43.337 98.000  0.971  0.959 43.413    8395  342114   5508622 181991103  42.55 30.293  0.986  0.901  212.3
5679 1 10.599 -5.240 16.300 -3.433 11.990 50.878 98.000  0.971  0.959 46.200    8944  363969   6482326 214303302  50.15 40.207  0.983  0.901  281.5
5680 1 10.599 -5.240 16.300 -3.433 11.990 36.235 98.890  0.974  0.962 24.356    4667  194022   4655516 153826933  35.74 21.628  0.990  0.901  153.5
5682 1 10.599 -5.240 16.300 -3.433 18.005 49.994 99.210  0.965  0.941 57.663   11266   56507   6363869  22688811  49.12 51.442  0.993  0.901   40.9
5683 1 10.599 -5.240 16.300 -3.433 18.005 50.708 99.220  0.966  0.943 59.761   11681   58536   6458354  22987422  49.85 56.757  0.993  0.901   45.1
5684 1 10.599 -5.240 16.300 -3.433 18.005 46.785 99.610  0.969  0.948 28.945    5549   27939   5987431  21288136  45.97 21.722  0.997  0.901   17.3
5685 3 10.599 -5.240 16.300 -3.433 18.005 43.473 99.670  0.973  0.956 40.360    2755   14690   1893706   7703909  42.91 35.514  0.997  0.901   10.8
5686 3 10.599 -5.240 16.300 -3.433 18.005 38.611 99.850  0.972  0.956 40.830    2783   14848   1683670   6844001  38.18 40.830  0.999  0.901   12.4
5687 2 10.599 -5.240 16.300 -3.433 18.005 53.243 98.570  0.965  0.942 55.116   20403  127608  12089150  57428108  52.28 47.084  0.988  0.646   89.6
5688 2 10.599 -5.240 16.300 -3.433 18.005 51.299 98.770  0.966  0.944 57.269   21214  132597  11651136  55164908  50.38 49.473  0.989  0.646   94.0
5689 2 10.599 -5.240 16.300 -3.433 18.005 45.291 99.350  0.967  0.946 30.056   10932   68979  10381365  48706767  44.73 28.524  0.994  0.646   54.3
5690 2 10.599 -5.240 16.300 -3.433 19.995 46.989 99.510  0.963  0.937 29.012   10550   34332  10760002  23877612  46.36 26.247  0.996  0.646   24.6
5691 2 10.599 -5.240 16.300 -3.433 19.995 51.990 99.030  0.957  0.928 54.901   20323   66041  11767565  26433720  50.85 36.671  0.994  0.646   34.4
5692 2 10.599 -5.240 16.300 -3.433 19.995 25.363 99.080  0.955  0.927 54.224   20090   65244   5746343  12891301  24.81 36.249  0.994  0.646   34.0
5693 2 10.599 -5.240 16.300 -3.433 19.995 20.181 99.050  0.956  0.927 53.574   19855   64483   4465201   9990452  19.18 12.228  0.998  0.646   11.5
5694 3 10.599 -5.240 16.300 -3.433 19.995 51.297 99.880  0.973  0.955 38.623    2631    7591   2235807   4556670  50.54 29.019  0.999  0.646    4.6
5695 3 10.599 -5.240 16.300 -3.433 19.995 21.852 99.840  0.969  0.950 38.672    2639    7606    953119   1943435  21.55 30.381  0.999  0.646    4.8
5696 3 10.599 -5.240 16.300 -3.433 19.995  4.233 99.910  0.979  0.965 19.117    1318    3780    186259    377421   4.12 12.529  0.999  0.646    2.0
5697 1 10.599 -5.240 16.300 -3.433 19.995 47.733 99.400  0.959  0.930 44.735    8736   22613   6045675  10229351  46.50 23.650  0.997  0.646    9.2
5698 1 10.599 -5.240 16.300 -3.433 19.995 44.620 99.450  0.960  0.930 53.605   10438   27010   5672767   9563508  43.79 41.298  0.996  0.646   16.1
5699 1 10.599 -5.240 16.300 -3.433 19.995 31.993 99.330  0.959  0.930 55.267   10808   27960   4070961   6858296  31.40 42.644  0.995  0.646   16.6
5700 1 10.599 -5.240 16.300 -3.433 19.995 12.299 99.680  0.965  0.934 28.227    5405   13961   1524003   2556220  11.60  8.212  0.999  0.646    3.2
5701 1 10.599 -5.240 16.300 -3.433 19.995 13.996 99.640  0.971  0.946 29.292    5592   14453   1790764   3015385  13.74 20.671  0.997  0.646    8.1
5703 1 10.599 -5.240 16.300 -2.575 19.995 59.044 99.100  0.958  0.971 50.485    9881   91381   7501883  17325726  57.69 28.772  0.995  0.484   35.7
5704 1 10.599 -5.240 16.300 -2.575 19.995 58.209 99.080  0.958  0.971 52.555   10295   95193   7414462  17121858  57.13 38.015  0.993  0.484   47.1
5705 1 10.599 -5.240 16.300 -2.575 19.995 31.723 99.590  0.956  0.970 29.460    5653   53085   4084335   9158204  31.39 27.424  0.996  0.484   33.5
5706 3 10.599 -5.240 16.300 -2.575 19.995 54.039 99.810  0.963  0.972 38.649    2641   25317   2360635   6037579  53.37 31.594  0.998  0.484   14.3
